"drug1_id","drug1_name","condition_id","condition_name","drug2_id","drug2_name","scores"
"DB00641","Simvastatin","D012598","sclerosis","DB00060","Interferon beta-1a",0.906245708465576
"DB00563","Methotrexate","D006073","gout","DB01281","Abatacept",0.200128480792046
"DB00770","Alprostadil","D017202","myocardial ischemia","DB00559","Bosentan",0.594214975833893
"DB00770","Alprostadil","D003324","coronary arteriosclerosis","DB00559","Bosentan",0.503032386302948
"DB00531","Cyclophosphamide","D018450","disease exacerbation","DB01073","Fludarabine",0.709782242774963
"DB00997","Doxorubicin","D066126","cardiotoxicity","DB00331","Metformin",0.646652102470398
"DB00997","Doxorubicin","D066126","cardiotoxicity","DB00531","Cyclophosphamide",0.478280574083328
"DB08881","Vemurafenib","D012878","cancer of skin","DB06186","Ipilimumab",0.899888932704926
"DB08881","Vemurafenib","D012878","cancer of skin","DB01418","Acenocoumarol",0.883082747459412
"DB08881","Vemurafenib","D012878","cancer of skin","DB00459","Acitretin",0.879592716693878
"DB00331","Metformin","D051436","chronic kidney insufficiency","DB00222","Glimepiride",0.677694439888
"DB00635","Prednisone","D051437","kidney failure","DB00877","Sirolimus",0.678741037845612
"DB00635","Prednisone","D051437","kidney failure","DB00959","Methylprednisolone",0.458945512771606
"DB00635","Prednisone","D051437","kidney failure","DB00848","Levamisole",0.329912692308426
"DB00526","Oxaliplatin","D018196","carcinoma, adenosquamous","DB01229","Paclitaxel",0.286359071731567
"DB06366","Pertuzumab","D015179","colorectal carcinoma","DB00072","Trastuzumab",0.829787731170654
"DB00254","Doxycycline","D017719","diabetic foot","DB00537","Ciprofloxacin",0.655430555343628
"DB00254","Doxycycline","D016523","foot ulcer","DB00537","Ciprofloxacin",0.816409051418304
"DB00254","Doxycycline","D007871","leg ulcer","DB00537","Ciprofloxacin",0.664637744426727
"DB01234","Dexamethasone","D020370","osteoarthritis, knee","DB00297","Bupivacaine",0.432890802621841
"DB01234","Dexamethasone","D020370","osteoarthritis, knee","DB00296","Ropivacaine",0.23474508523941
"DB06151","Acetylcysteine","D019970","cocaine abuse","DB00907","Cocaine",0.744064569473267
"DB01018","Guanfacine","D002659","child development disorders, pervasive","DB06701","Dexmethylphenidate",0.707361876964569
"DB00741","Hydrocortisone","D014947","wounds","DB00988","Dopamine",0.632836997509003
"DB00741","Hydrocortisone","D014947","wounds","DB00635","Prednisone",0.442178994417191
"DB00741","Hydrocortisone","D014947","wounds","DB00687","Fludrocortisone",0.355737179517746
"DB00687","Fludrocortisone","D000309","hypofunction, adrenal gland","DB00741","Hydrocortisone",0.367313921451569
"DB00687","Fludrocortisone","D014947","wounds","DB00741","Hydrocortisone",0.355737179517746
"DB01109","Heparin","D054058","acute coronary syndrome","DB00063","Eptifibatide",0.619138300418854
"DB01087","Primaquine","D005955","deficiency of glucose 6 phosphate dehydrogenase","DB00608","Chloroquine",0.61811351776123
"DB00620","Triamcinolone","D013716","tennis elbow","DB00281","Lidocaine",0.589195489883423
"DB00633","Dexmedetomidine","D010033","otitis media","DB00683","Midazolam",0.518206596374512
"DB00818","Propofol","D002277","carcinoma","DB00281","Lidocaine",0.104497045278549
"DB00818","Propofol","D006528","carcinoma, hepatocellular","DB00281","Lidocaine",0.119679823517799
"DB02638","Terlipressin","D006530","hepatorenal syndrome","DB00368","Norepinephrine",0.828679323196411
"DB02638","Terlipressin","D013577","syndrome","DB00368","Norepinephrine",0.143767952919006
"DB00313","Valproic acid","D015179","colorectal carcinoma","DB01101","Capecitabine",0.755206346511841
"DB00898","Ethanol","D019970","cocaine abuse","DB00404","Alprazolam",0.788178384304047
"DB00898","Ethanol","D019970","cocaine abuse","DB00470","Dronabinol",0.177669405937195
"DB01060","Amoxicillin","D012140","respiratory tract diseases","DB00303","Ertapenem",0.852732002735138
"DB01060","Amoxicillin","D012140","respiratory tract diseases","DB00535","Cefdinir",0.826888620853424
"DB01060","Amoxicillin","D012140","respiratory tract diseases","DB00760","Meropenem",0.808090329170227
"DB01060","Amoxicillin","D012120","respiration disorders","DB00736","Esomeprazole",0.478372395038605
"DB11595","Atezolizumab","D005833","genital neoplasms, female","DB11800","Tivozanib",0.9087033867836
"DB11595","Atezolizumab","D005833","genital neoplasms, female","DB00112","Bevacizumab",0.907288610935211
"DB11595","Atezolizumab","D005833","genital neoplasms, female","DB00515","Cisplatin",0.868410885334015
"DB12332","Rucaparib","D005833","genital neoplasms, female","DB09035","Nivolumab",0.912478446960449
"DB12332","Rucaparib","D005833","genital neoplasms, female","DB00112","Bevacizumab",0.887337744235992
"DB00951","Isoniazid","D007239","infection","DB01201","Rifapentine",0.953406035900116
"DB00951","Isoniazid","D007239","infection","DB01045","Rifampin",0.946738004684448
"DB00951","Isoniazid","D007239","infection","DB00333","Methadone",0.886155664920807
"DB00951","Isoniazid","D003141","communicable diseases","DB01045","Rifampin",0.826533794403076
"DB00951","Isoniazid","D003141","communicable diseases","DB01201","Rifapentine",0.799498021602631
"DB06724","Calcium carbonate","D003924","diabetes mellitus, non-insulin-dependent","DB06410","Doxercalciferol",0.113755755126476
"DB01132","Pioglitazone","D007674","kidney diseases","DB00727","Nitroglycerin",0.806296408176422
"DB00181","Baclofen","D013577","syndrome","DB01221","Ketamine",0.193676680326462
"DB00188","Bortezomib","D015464","leukemia, granulocytic, chronic","DB00864","Tacrolimus",0.666868329048157
"DB00188","Bortezomib","D015464","leukemia, granulocytic, chronic","DB05015","Belinostat",0.53514552116394
"DB01319","Fosamprenavir","D007239","infection","DB00503","Ritonavir",0.954505980014801
"DB00362","Anidulafungin","D009181","mycoses","DB00196","Fluconazole",0.957997560501099
"DB00362","Anidulafungin","D009181","mycoses","DB00582","Voriconazole",0.957350969314575
"DB00362","Anidulafungin","D009181","mycoses","DB01263","Posaconazole",0.812323391437531
"DB00362","Anidulafungin","D000072742","invasive fungal infections","DB00582","Voriconazole",0.96970808506012
"DB00362","Anidulafungin","D000072742","invasive fungal infections","DB00196","Fluconazole",0.965907037258148
"DB01234","Dexamethasone","D006547","hernia","DB00296","Ropivacaine",0.409103989601135
"DB01234","Dexamethasone","D006552","hernia, inguinal","DB00296","Ropivacaine",0.635349094867706
"DB00291","Chlorambucil","D008228","reticulosarcoma","DB09054","Idelalisib",0.853216946125031
"DB00291","Chlorambucil","D008228","reticulosarcoma","DB08935","Obinutuzumab",0.153085678815842
"DB11595","Atezolizumab","D004938","esophageal neoplasms","DB08882","Linagliptin",0.764138042926788
"DB00602","Ivermectin","D003141","communicable diseases","DB00331","Metformin",0.764857411384583
"DB00602","Ivermectin","D003141","communicable diseases","DB00254","Doxycycline",0.250315845012665
"DB01234","Dexamethasone","D011843","radiculitis","DB01050","Ibuprofen",0.404581487178802
"DB00109","Enfuvirtide","D007239","infection","DB06414","Etravirine",0.98196005821228
"DB00109","Enfuvirtide","D007239","infection","DB00313","Valproic acid",0.972964406013489
"DB00109","Enfuvirtide","D003141","communicable diseases","DB06414","Etravirine",0.945674955844879
"DB00109","Enfuvirtide","D003141","communicable diseases","DB00313","Valproic acid",0.857923150062561
"DB01248","Docetaxel","D009959","oropharyngeal neoplasms","DB00515","Cisplatin",0.812251448631287
"DB01248","Docetaxel","D009959","oropharyngeal neoplasms","DB00530","Erlotinib",0.79450398683548
"DB01248","Docetaxel","D009062","mouth neoplasms","DB00530","Erlotinib",0.754200458526611
"DB01248","Docetaxel","D009062","mouth neoplasms","DB09037","Pembrolizumab",0.621177196502686
"DB01248","Docetaxel","D009062","mouth neoplasms","DB00515","Cisplatin",0.579415023326874
"DB00544","Fluorouracil","D009959","oropharyngeal neoplasms","DB01005","Hydroxyurea",0.748474538326263
"DB00544","Fluorouracil","D009062","mouth neoplasms","DB01005","Hydroxyurea",0.743389129638672
"DB06817","Raltegravir","D014376","tuberculosis","DB01601","Lopinavir",0.182239681482315
"DB01599","Probucol","D007674","kidney diseases","DB00177","Valsartan",0.890608906745911
"DB01599","Probucol","D011507","proteinuria","DB00177","Valsartan",0.802425682544708
"DB01599","Probucol","D003920","diabetes mellitus","DB00177","Valsartan",0.895476877689362
"DB01599","Probucol","D003924","diabetes mellitus, non-insulin-dependent","DB00177","Valsartan",0.834436535835266
"DB01217","Anastrozole","D007246","infertility","DB00007","Leuprolide",0.202633008360863
"DB01234","Dexamethasone","D011014","pneumonia","DB14761","Remdesivir",0.970134913921356
"DB01234","Dexamethasone","D011014","pneumonia","DB00316","Acetaminophen",0.121371306478977
"DB01225","Enoxaparin","D011014","pneumonia","DB01109","Heparin",0.808696627616882
"DB01225","Enoxaparin","D011014","pneumonia","DB00959","Methylprednisolone",0.781465291976929
"DB00479","Amikacin","D008171","diseases, lung","DB01112","Cefuroxime",0.241164326667786
"DB00479","Amikacin","D008171","diseases, lung","DB00512","Vancomycin",0.230912655591965
"DB09291","Rolapitant","D009325","nausea","DB00904","Ondansetron",0.843038558959961
"DB09291","Rolapitant","D014839","vomiting","DB00795","Sulfasalazine",0.843512773513794
"DB09291","Rolapitant","D014839","vomiting","DB00904","Ondansetron",0.817503035068512
"DB09291","Rolapitant","D014839","vomiting","DB00390","Digoxin",0.806967437267303
"DB00080","Daptomycin","D011014","pneumonia","DB00828","Fosfomycin",0.745596647262573
"DB00512","Vancomycin","D012008","relapse","DB00601","Linezolid",0.388842076063156
"DB00959","Methylprednisolone","D020528","multiple sclerosis, chronic progressive","DB11988","Ocrelizumab",0.70958000421524
"DB00959","Methylprednisolone","D020528","multiple sclerosis, chronic progressive","DB00073","Rituximab",0.676356673240662
"DB00087","Alemtuzumab","D009103","multiple sclerosis","DB11988","Ocrelizumab",0.903259098529816
"DB00087","Alemtuzumab","D012598","sclerosis","DB11988","Ocrelizumab",0.865645885467529
"DB00358","Mefloquine","D016778","malaria, falciparum","DB09274","Artesunate",0.862064719200134
"DB00043","Omalizumab","D006967","hypersensitivity","DB13867","Fluticasone",0.952715635299683
"DB00043","Omalizumab","D006967","hypersensitivity","DB01001","Albuterol",0.893460631370544
"DB00043","Omalizumab","D006967","hypersensitivity","DB00668","Epinephrine",0.89181649684906
"DB00083","Botulinum toxin type A","D006258","head and neck neoplasms","DB00338","Omeprazole",0.130343660712242
"DB00710","Ibandronate","D001851","bone diseases, metabolic","DB00630","Alendronic acid",0.738693535327911
"DB00531","Cyclophosphamide","D005921","glomerulonephritis","DB00993","Azathioprine",0.742525160312653
"DB00531","Cyclophosphamide","D005921","glomerulonephritis","DB00635","Prednisone",0.621696412563324
"DB00531","Cyclophosphamide","D005921","glomerulonephritis","DB00959","Methylprednisolone",0.565578579902649
"DB01234","Dexamethasone","D018352","coronavirus infections","DB14761","Remdesivir",0.968686580657959
"DB00603","Medroxyprogesterone acetate","D000013","congenital abnormality","DB01357","Mestranol",0.757134616374969
"DB00603","Medroxyprogesterone acetate","D000013","congenital abnormality","DB00864","Tacrolimus",0.612062215805054
"DB09302","Alirocumab","D050197","atherosclerosis","DB01076","Atorvastatin",0.680532455444336
"DB09302","Alirocumab","D007511","ischemia","DB01076","Atorvastatin",0.834197580814362
"DB00296","Ropivacaine","D019052","depression, postpartum","DB00813","Fentanyl",0.541685402393341
"DB00811","Ribavirin","D007835","lassa fever","DB01234","Dexamethasone",0.689202427864075
"DB01234","Dexamethasone","D007835","lassa fever","DB00811","Ribavirin",0.689202427864075
"DB01234","Dexamethasone","D005334","fever","DB00811","Ribavirin",0.520942866802216
"DB00834","Mifepristone","D005313","fetal death","DB00929","Misoprostol",0.84805154800415
"DB09035","Nivolumab","D019337","hematopoietic neoplasms","DB09053","Ibrutinib",0.169620051980019
"DB09035","Nivolumab","D019337","hematopoietic neoplasms","DB06186","Ipilimumab",0.132661893963814
"DB00704","Naltrexone","D000856","anorexia nervosa","DB00745","Modafinil",0.14174610376358
"DB00999","Hydrochlorothiazide","D024821","metabolic syndrome x","DB09026","Aliskiren",0.762848913669586
"DB00999","Hydrochlorothiazide","D024821","metabolic syndrome x","DB00519","Trandolapril",0.664233684539795
"DB00999","Hydrochlorothiazide","D007333","insulin resistance","DB00519","Trandolapril",0.710089385509491
"DB00999","Hydrochlorothiazide","D007333","insulin resistance","DB09026","Aliskiren",0.658983707427979
"DB00999","Hydrochlorothiazide","D007333","insulin resistance","DB00722","Lisinopril",0.491878271102905
"DB00999","Hydrochlorothiazide","D013577","syndrome","DB00722","Lisinopril",0.180477768182755
"DB00999","Hydrochlorothiazide","D013577","syndrome","DB01018","Guanfacine",0.159374117851257
"DB00999","Hydrochlorothiazide","D013577","syndrome","DB09026","Aliskiren",0.131018713116646
"DB00877","Sirolimus","D054973","perivascular epithelioid cell neoplasms","DB02709","Resveratrol",0.720440924167633
"DB00187","Esmolol","D017202","myocardial ischemia","DB00235","Milrinone",0.798576235771179
"DB00537","Ciprofloxacin","D007938","leukemia","DB00773","Etoposide",0.778706431388855
"DB06681","Belatacept","D007674","kidney diseases","DB00864","Tacrolimus",0.837638795375824
"DB06681","Belatacept","D007674","kidney diseases","DB00603","Medroxyprogesterone acetate",0.763680279254913
"DB00650","Leucovorin","D009373","embryonal neoplasm","DB00563","Methotrexate",0.751310646533966
"DB00650","Leucovorin","D002822","choriocarcinoma","DB00563","Methotrexate",0.695144236087799
"DB00526","Oxaliplatin","D009373","embryonal neoplasm","DB00323","Tolcapone",0.931944012641907
"DB00526","Oxaliplatin","D009373","embryonal neoplasm","DB00762","Irinotecan",0.745090007781982
"DB00544","Fluorouracil","D009373","embryonal neoplasm","DB01005","Hydroxyurea",0.825742304325104
"DB00544","Fluorouracil","D009373","embryonal neoplasm","DB00515","Cisplatin",0.188168406486511
"DB00544","Fluorouracil","D009373","embryonal neoplasm","DB00762","Irinotecan",0.156401216983795
"DB09038","Empagliflozin","D011236","prediabetic state","DB00026","Anakinra",0.805398762226105
"DB09038","Empagliflozin","D018149","glucose intolerance","DB00026","Anakinra",0.80869197845459
"DB09038","Empagliflozin","D001835","body weight","DB09462","Glycerin",0.882894933223724
"DB00993","Azathioprine","D003092","colitis","DB00065","Infliximab",0.803541123867035
"DB00993","Azathioprine","D003092","colitis","DB00860","Prednisolone",0.735270082950592
"DB00993","Azathioprine","D003092","colitis","DB01181","Ifosfamide",0.238585367798805
"DB06695","Dabigatran etexilate","D006331","heart diseases","DB06605","Apixaban",0.901473522186279
"DB06695","Dabigatran etexilate","D006331","heart diseases","DB06228","Rivaroxaban",0.862559258937836
"DB06695","Dabigatran etexilate","D006331","heart diseases","DB00213","Pantoprazole",0.737751007080078
"DB06695","Dabigatran etexilate","D017202","myocardial ischemia","DB06605","Apixaban",0.849433720111847
"DB06695","Dabigatran etexilate","D017202","myocardial ischemia","DB06228","Rivaroxaban",0.752529978752136
"DB00946","Phenprocoumon","D001281","atrial fibrillation","DB01418","Acenocoumarol",0.364189118146896
"DB00736","Esomeprazole","D013272","stomach diseases","DB00338","Omeprazole",0.763146281242371
"DB00736","Esomeprazole","D013272","stomach diseases","DB01167","Itraconazole",0.759984195232391
"DB00736","Esomeprazole","D013272","stomach diseases","DB01060","Amoxicillin",0.725904405117035
"DB00338","Omeprazole","D013272","stomach diseases","DB00736","Esomeprazole",0.763146281242371
"DB00620","Triamcinolone","D010149","pain, postoperative","DB01234","Dexamethasone",0.404580384492874
"DB00620","Triamcinolone","D010149","pain, postoperative","DB00281","Lidocaine",0.2775759100914
