"drug1_id","drug1_name","drug2_id","drug2_name","condition_id","condition_name","scores"
"DB00687","Fludrocortisone","DB00260","Cycloserine","D020920","dyssomnias",0.49584326
"DB00285","Venlafaxine","DB01062","Oxybutynin","D020920","dyssomnias",0.2672011
"DB00404","Alprazolam","DB00898","Ethanol","D020920","dyssomnias",0.23225458
"DB00465","Ketorolac","DB00633","Dexmedetomidine","D020920","dyssomnias",0.18961698
"DB00193","Tramadol","DB00321","Amitriptyline","D020920","dyssomnias",0.13016906
"DB00186","Lorazepam","DB00829","Diazepam","D020920","dyssomnias",0.10520448
"DB00813","Fentanyl","DB00295","Morphine","D020920","dyssomnias",0.10167691
"DB00415","Ampicillin","DB09324","Sulbactam","D011183","postoperative complications",0.7544945
"DB00203","Sildenafil","DB00193","Tramadol","D011183","postoperative complications",0.7455416
"DB00497","Oxycodone","DB00230","Pregabalin","D011183","postoperative complications",0.7358365
"DB00281","Lidocaine","DB00540","Nortriptyline","D011183","postoperative complications",0.73497695
"DB01075","Diphenhydramine","DB00450","Droperidol","D011183","postoperative complications",0.70225
"DB00316","Acetaminophen","DB00193","Tramadol","D011183","postoperative complications",0.6279851
"DB00813","Fentanyl","DB00296","Ropivacaine","D011183","postoperative complications",0.59201497
"DB00899","Remifentanil","DB01189","Desflurane","D011183","postoperative complications",0.5815347
"DB01234","Dexamethasone","DB00465","Ketorolac","D011183","postoperative complications",0.5561746
"DB00215","Citalopram","DB00230","Pregabalin","D011183","postoperative complications",0.542563
"DB00813","Fentanyl","DB00295","Morphine","D011183","postoperative complications",0.53816605
"DB01050","Ibuprofen","DB06751","Drotaverine","D011183","postoperative complications",0.5172415
"DB00712","Flurbiprofen","DB01209","Dezocine","D011183","postoperative complications",0.5096258
"DB00281","Lidocaine","DB00813","Fentanyl","D011183","postoperative complications",0.46011326
"DB00959","Methylprednisolone","DB01234","Dexamethasone","D011183","postoperative complications",0.44873157
"DB00316","Acetaminophen","DB00747","Scopolamine","D011183","postoperative complications",0.4388017
"DB00620","Triamcinolone","DB00281","Lidocaine","D011183","postoperative complications",0.42837837
"DB00333","Methadone","DB01174","Phenobarbital","D011183","postoperative complications",0.42756778
"DB00281","Lidocaine","DB00750","Prilocaine","D011183","postoperative complications",0.40730363
"DB00904","Ondansetron","DB00708","Sufentanil","D011183","postoperative complications",0.40412685
"DB01233","Metoclopramide","DB01075","Diphenhydramine","D011183","postoperative complications",0.38799563
"DB00193","Tramadol","DB00264","Metoprolol","D011183","postoperative complications",0.38053945
"DB00697","Tizanidine","DB00586","Diclofenac","D011183","postoperative complications",0.37730998
"DB00316","Acetaminophen","DB00788","Naproxen","D011183","postoperative complications",0.37406883
"DB00295","Morphine","DB00413","Pramipexole","D011183","postoperative complications",0.35850018
"DB01222","Budesonide","DB00983","Formoterol","D011183","postoperative complications",0.35307026
"DB00465","Ketorolac","DB00633","Dexmedetomidine","D011183","postoperative complications",0.34544528
"DB00296","Ropivacaine","DB00633","Dexmedetomidine","D011183","postoperative complications",0.33194688
"DB00476","Duloxetine","DB00193","Tramadol","D011183","postoperative complications",0.31792825
"DB00388","Phenylephrine","DB00668","Epinephrine","D011183","postoperative complications",0.31219637
"DB00537","Ciprofloxacin","DB00254","Doxycycline","D011183","postoperative complications",0.2945241
"DB00296","Ropivacaine","DB00708","Sufentanil","D011183","postoperative complications",0.294258
"DB00193","Tramadol","DB00321","Amitriptyline","D011183","postoperative complications",0.28682446
"DB01202","Levetiracetam","DB00252","Phenytoin","D011183","postoperative complications",0.28539327
"DB00377","Palonosetron","DB06717","Fosaprepitant","D011183","postoperative complications",0.2676235
"DB00996","Gabapentin","DB00268","Ropinirole","D011183","postoperative complications",0.26243424
"DB01222","Budesonide","DB09113","Poractant alfa","D011183","postoperative complications",0.2534381
"DB01234","Dexamethasone","DB00377","Palonosetron","D011183","postoperative complications",0.25082627
"DB01075","Diphenhydramine","DB00502","Haloperidol","D011183","postoperative complications",0.24655049
"DB00959","Methylprednisolone","DB00297","Bupivacaine","D011183","postoperative complications",0.24634637
"DB00107","Oxytocin","DB00429","Carboprost tromethamine","D011183","postoperative complications",0.23514463
"DB01221","Ketamine","DB00704","Naltrexone","D011183","postoperative complications",0.22948717
"DB01234","Dexamethasone","DB01233","Metoclopramide","D011183","postoperative complications",0.22754954
"DB00477","Chlorpromazine","DB00502","Haloperidol","D011183","postoperative complications",0.22299612
"DB01327","Cefazolin","DB00479","Amikacin","D011183","postoperative complications",0.21553253
"DB06218","Lacosamide","DB00586","Diclofenac","D011183","postoperative complications",0.21461475
"DB00571","Propranolol","DB01212","Ceftriaxone","D011183","postoperative complications",0.21010207
"DB00313","Valproic acid","DB00502","Haloperidol","D011183","postoperative complications",0.20347534
"DB00620","Triamcinolone","DB00297","Bupivacaine","D011183","postoperative complications",0.1907992
"DB00818","Propofol","DB01189","Desflurane","D011183","postoperative complications",0.18007952
"DB00454","Meperidine","DB00490","Buspirone","D011183","postoperative complications",0.17240678
"DB00996","Gabapentin","DB00443","Betamethasone","D011183","postoperative complications",0.16635202
"DB09061","Cannabidiol","DB00899","Remifentanil","D011183","postoperative complications",0.16448735
"DB00884","Risedronic acid","DB01277","Mecasermin","D011183","postoperative complications",0.16322224
"DB00820","Tadalafil","DB01037","Selegiline","D011183","postoperative complications",0.15979837
"DB01628","Etoricoxib","DB00586","Diclofenac","D011183","postoperative complications",0.1552212
"DB01009","Ketoprofen","DB01233","Metoclopramide","D011183","postoperative complications",0.15154769
"DB08895","Tofacitinib","DB01611","Hydroxychloroquine","D011183","postoperative complications",0.14784288
"DB00916","Metronidazole","DB00493","Cefotaxime","D011183","postoperative complications",0.14256206
"DB00281","Lidocaine","DB00683","Midazolam","D011183","postoperative complications",0.14152142
"DB00369","Cidofovir","DB01032","Probenecid","D011183","postoperative complications",0.13416676
"DB01221","Ketamine","DB00633","Dexmedetomidine","D011183","postoperative complications",0.12977193
"DB00230","Pregabalin","DB00193","Tramadol","D011183","postoperative complications",0.12828861
"DB01175","Escitalopram","DB00230","Pregabalin","D011183","postoperative complications",0.12812148
"DB00281","Lidocaine","DB00514","Dextromethorphan","D011183","postoperative complications",0.12551847
"DB00563","Methotrexate","DB00860","Prednisolone","D011183","postoperative complications",0.12279457
"DB00996","Gabapentin","DB00843","Donepezil","D011183","postoperative complications",0.12231765
"DB00916","Metronidazole","DB00512","Vancomycin","D011183","postoperative complications",0.11761056
"DB00415","Ampicillin","DB00798","Gentamicin","D011183","postoperative complications",0.117280856
"DB01221","Ketamine","DB00996","Gabapentin","D011183","postoperative complications",0.11563116
"DB00254","Doxycycline","DB01045","Rifampin","D011183","postoperative complications",0.11484978
"DB01137","Levofloxacin","DB01147","Cloxacillin","D011183","postoperative complications",0.11327497
"DB00497","Oxycodone","DB01183","Naloxone","D011183","postoperative complications",0.1120839
"DB00860","Prednisolone","DB00443","Betamethasone","D011183","postoperative complications",0.11167631
"DB00747","Scopolamine","DB00843","Donepezil","D011183","postoperative complications",0.10986031
"DB00684","Tobramycin","DB00438","Ceftazidime","D011183","postoperative complications",0.10808318
"DB00633","Dexmedetomidine","DB00818","Propofol","D011183","postoperative complications",0.10367093
"DB00281","Lidocaine","DB00727","Nitroglycerin","D011183","postoperative complications",0.10279857
"DB00759","Tetracycline","DB00207","Azithromycin","D011183","postoperative complications",0.10170734
"DB01221","Ketamine","DB00295","Morphine","D011183","postoperative complications",0.100533426
"DB11714","Durvalumab","DB11771","Tremelimumab","D012004","rectal cancer",0.6276631
"DB00762","Irinotecan","DB01269","Panitumumab","D012004","rectal cancer",0.53913385
"DB00515","Cisplatin","DB00642","Pemetrexed","D012004","rectal cancer",0.47435266
"DB00916","Metronidazole","DB00994","Neomycin","D012004","rectal cancer",0.46320048
"DB11595","Atezolizumab","DB00112","Bevacizumab","D012004","rectal cancer",0.4151148
"DB00878","Chlorhexidine","DB06812","Povidone-iodine","D012004","rectal cancer",0.3703776
"DB00072","Trastuzumab","DB06366","Pertuzumab","D012004","rectal cancer",0.30731386
"DB09037","Pembrolizumab","DB09074","Olaparib","D012004","rectal cancer",0.27609962
"DB09035","Nivolumab","DB09037","Pembrolizumab","D012004","rectal cancer",0.26106855
"DB00281","Lidocaine","DB01236","Sevoflurane","D012004","rectal cancer",0.24630311
"DB00544","Fluorouracil","DB01109","Heparin","D012004","rectal cancer",0.2029411
"DB00112","Bevacizumab","DB00530","Erlotinib","D012004","rectal cancer",0.19137271
"DB01030","Topotecan","DB01294","Bismuth subsalicylate","D012004","rectal cancer",0.16765685
"DB00281","Lidocaine","DB00899","Remifentanil","D012004","rectal cancer",0.15083092
"DB09037","Pembrolizumab","DB12489","Mirvetuximab soravtansine","D012004","rectal cancer",0.14361934
"DB06243","Eflornithine","DB00605","Sulindac","D012004","rectal cancer",0.13605525
"DB00530","Erlotinib","DB00605","Sulindac","D012004","rectal cancer",0.11131659
"DB09035","Nivolumab","DB11800","Tivozanib","D012004","rectal cancer",0.1100465
"DB00281","Lidocaine","DB00818","Propofol","D012004","rectal cancer",0.108536914
"DB00297","Bupivacaine","DB01452","Diamorphine","D012004","rectal cancer",0.1062632
"DB00642","Pemetrexed","DB00530","Erlotinib","D012004","rectal cancer",0.10597114
"DB00640","Adenosine","DB00975","Dipyridamole","D013610","tachycardia",0.762432
"DB00489","Sotalol","DB00204","Dofetilide","D013610","tachycardia",0.75168246
"DB00264","Metoprolol","DB00661","Verapamil","D013610","tachycardia",0.5682193
"DB00640","Adenosine","DB06213","Regadenoson","D013610","tachycardia",0.526143
"DB00379","Mexiletine","DB00204","Dofetilide","D013610","tachycardia",0.29647002
"DB01118","Amiodarone","DB00264","Metoprolol","D013610","tachycardia",0.28182036
"DB00633","Dexmedetomidine","DB01364","Ephedrine","D013610","tachycardia",0.24177118
"DB00218","Moxifloxacin","DB00343","Diltiazem","D013610","tachycardia",0.22041845
"DB01118","Amiodarone","DB12364","Betrixaban","D013610","tachycardia",0.19666506
"DB00381","Amlodipine","DB04861","Nebivolol","D013610","tachycardia",0.19213653
"DB00297","Bupivacaine","DB01364","Ephedrine","D013610","tachycardia",0.17957418
"DB00281","Lidocaine","DB00204","Dofetilide","D013610","tachycardia",0.17578554
"DB00598","Labetalol","DB00335","Atenolol","D013610","tachycardia",0.14664166
"DB06151","Acetylcysteine","DB01118","Amiodarone","D013610","tachycardia",0.103726044
"DB00760","Meropenem","DB00803","Colistin","D014946","wound infection",0.7140775
"DB00684","Tobramycin","DB00438","Ceftazidime","D014946","wound infection",0.4384712
"DB00560","Tigecycline","DB00803","Colistin","D014946","wound infection",0.360761
"DB01598","Imipenem","DB01597","Cilastatin","D014946","wound infection",0.34594542
"DB00440","Trimethoprim","DB01015","Sulfamethoxazole","D014946","wound infection",0.3249012
"DB00512","Vancomycin","DB00479","Amikacin","D014946","wound infection",0.30848765
"DB00438","Ceftazidime","DB09060","Avibactam","D014946","wound infection",0.2405763
"DB01248","Docetaxel","DB00441","Gemcitabine","D005350","fibroma",0.20948365
"DB11595","Atezolizumab","DB11800","Tivozanib","D002583","uterine cervical neoplasm",0.46200204
"DB00958","Carboplatin","DB05015","Belinostat","D002583","uterine cervical neoplasm",0.2691498
"DB00544","Fluorouracil","DB00724","Imiquimod","D002583","uterine cervical neoplasm",0.20532498
"DB11714","Durvalumab","DB09074","Olaparib","D002583","uterine cervical neoplasm",0.18367937
"DB01248","Docetaxel","DB00441","Gemcitabine","D002583","uterine cervical neoplasm",0.17098787
"DB00965","Ethiodized oil","DB01611","Hydroxychloroquine","D002583","uterine cervical neoplasm",0.16243874
"DB09035","Nivolumab","DB06186","Ipilimumab","D002583","uterine cervical neoplasm",0.13650371
"DB00958","Carboplatin","DB00441","Gemcitabine","D002583","uterine cervical neoplasm",0.10440068
"DB00515","Cisplatin","DB01248","Docetaxel","D002583","uterine cervical neoplasm",0.100513816
"DB00921","Buprenorphine","DB01183","Naloxone","D019973","alcohol related disorders",0.5449844
"DB00915","Amantadine","DB00571","Propranolol","D019973","alcohol related disorders",0.43097857
"DB01175","Escitalopram","DB01238","Aripiprazole","D019973","alcohol related disorders",0.3404969
"DB00641","Simvastatin","DB00678","Losartan","D019973","alcohol related disorders",0.2783047
"DB00334","Olanzapine","DB00363","Clozapine","D019973","alcohol related disorders",0.2643555
"DB00915","Amantadine","DB00457","Prazosin","D019973","alcohol related disorders",0.26019922
"DB00333","Methadone","DB00921","Buprenorphine","D019973","alcohol related disorders",0.24724671
"DB01576","Dextroamphetamine","DB00502","Haloperidol","D019973","alcohol related disorders",0.20564362
"DB01221","Ketamine","DB00704","Naltrexone","D019973","alcohol related disorders",0.16698329
"DB00959","Methylprednisolone","DB00860","Prednisolone","D019973","alcohol related disorders",0.16378012
"DB01156","Bupropion","DB01238","Aripiprazole","D019973","alcohol related disorders",0.16010872
"DB00704","Naltrexone","DB01273","Varenicline","D019973","alcohol related disorders",0.14836748
"DB00333","Methadone","DB00745","Modafinil","D019973","alcohol related disorders",0.123959675
"DB00563","Methotrexate","DB00570","Vinblastine","D008654","mesothelioma",0.27866063
"DB11595","Atezolizumab","DB00112","Bevacizumab","D008654","mesothelioma",0.17393038
"DB01248","Docetaxel","DB00441","Gemcitabine","D008654","mesothelioma",0.15299495
"DB00958","Carboplatin","DB05015","Belinostat","D008654","mesothelioma",0.11260229
"DB00762","Irinotecan","DB00526","Oxaliplatin","D008654","mesothelioma",0.101638526
"DB00997","Doxorubicin","DB00380","Dexrazoxane","D008654","mesothelioma",0.10126578
"DB00404","Alprazolam","DB00898","Ethanol","D001008","anxiety disorders",0.5965501
"DB00476","Duloxetine","DB01175","Escitalopram","D001008","anxiety disorders",0.3324632
"DB00181","Baclofen","DB00829","Diazepam","D001008","anxiety disorders",0.21966161
"DB00472","Fluoxetine","DB00334","Olanzapine","D001008","anxiety disorders",0.21143082
"DB00715","Paroxetine","DB00490","Buspirone","D001008","anxiety disorders",0.18235292
"DB00186","Lorazepam","DB00652","Pentazocine","D001008","anxiety disorders",0.15439636
"DB00819","Acetazolamide","DB00490","Buspirone","D001008","anxiety disorders",0.15208223
"DB01104","Sertraline","DB00704","Naltrexone","D001008","anxiety disorders",0.11225235
"DB00624","Testosterone","DB00490","Buspirone","D001008","anxiety disorders",0.10896334
"DB01234","Dexamethasone","DB00642","Pemetrexed","D011658","pulmonary fibrosis",0.18973278
"DB01606","Tazobactam","DB00319","Piperacillin","D011658","pulmonary fibrosis",0.15937677
"DB01234","Dexamethasone","DB00331","Metformin","D011658","pulmonary fibrosis",0.10248702
"DB00951","Isoniazid","DB01201","Rifapentine","D000163","acquired immunodeficiency syndrome",0.88540334
"DB00681","Amphotericin B","DB01099","Flucytosine","D000163","acquired immunodeficiency syndrome",0.8272573
"DB00476","Duloxetine","DB00333","Methadone","D000163","acquired immunodeficiency syndrome",0.8005627
"DB00331","Metformin","DB00602","Ivermectin","D000163","acquired immunodeficiency syndrome",0.7959355
"DB00503","Ritonavir","DB00932","Tipranavir","D000163","acquired immunodeficiency syndrome",0.77749294
"DB06708","Lumefantrine","DB06697","Artemether","D000163","acquired immunodeficiency syndrome",0.73406804
"DB00615","Rifabutin","DB00238","Nevirapine","D000163","acquired immunodeficiency syndrome",0.6027699
"DB01048","Abacavir","DB00900","Didanosine","D000163","acquired immunodeficiency syndrome",0.55165327
